Barcode	Read_Count	Percentage_of_Reads	Taxon_ID	Taxon_Path	Taxon_Rank	Species	Type of pest	Pest Name	UK	Likelihood (unmitigated)	Impact (unmitigated)	Risk Rating (unmitigated)	Regulation	Likelihood (mitigated)	Impact (mitigated)	Risk Rating (mitigated)	Scenario for Risk Register	Regulated	Natural Spread
44	1	0.01	5059	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati,Aspergillus flavus	species	Aspergillus flavus													
44	1	0.01	121618	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Dothideomycetes incertae sedis,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum laricinum	species	Neofusicoccum laricinum													
44	1	0.01	5811	root,cellular organisms,Eukaryota,Sar,Alveolata,Apicomplexa,Conoidasida,Coccidia,Eucoccidiorida,Eimeriorina,Sarcocystidae,Toxoplasma,Toxoplasma gondii	species	Toxoplasma gondii													
44	1	0.01	53485	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Pyrenophora,Pyrenophora teres	species	Pyrenophora teres													
45	929	86.99	79252	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Leotiomycetes,Erysiphales,Erysiphaceae,Podosphaera,Podosphaera aphanis	species	Podosphaera aphanis	Fungus	Podosphaera aphanis	Present (Widespread)									No	No
45	105	9.83	162140	root,cellular organisms,Eukaryota,Sar,Stramenopiles,Oomycota,Peronosporales,Peronosporaceae,Plasmopara,Plasmopara obducens	species	Plasmopara obducens	Oomycete	Plasmopara obducens	Present (Unknown Distribution)	3.0	4.0	12.0		3.0	4.0	12.0	Pest spreads to maximum extent	No	No
45	8	0.75	4781	root,cellular organisms,Eukaryota,Sar,Stramenopiles,Oomycota,Peronosporales,Peronosporaceae,Plasmopara,Plasmopara halstedii	species	Plasmopara halstedii	Oomycete	Plasmopara halstedii	Absent	2.0	3.0	6.0	Regulated non quarantine pest	2.0	3.0	6.0	Pest is introduced	No	No
45	7	0.66	230439	root,cellular organisms,Eukaryota,Sar,Stramenopiles,Oomycota,Peronosporales,Peronosporaceae,Peronospora,Peronospora tabacina	species	Peronospora tabacina													
45	5	0.47	34373	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Leotiomycetes,Erysiphales,Erysiphaceae,Blumeria,Blumeria graminis	species	Blumeria graminis													
45	3	0.28	52586	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe,Erysiphe necator	species	Erysiphe necator													
45	1	0.09	82101	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Pucciniomycotina,Pucciniomycetes,Pucciniales,Melampsoraceae,Melampsora,Melampsora medusae	species	Melampsora medusae	Fungus	Melampsora medusae	Absent	4.0	3.0	36.0	Regulated quarantine pest	2.0	3.0	18.0	Pest is introduced	Yes	No
45	1	0.09	1191159	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Diaporthales,Gnomoniaceae,Gnomoniopsis,Gnomoniopsis smithogilvyi	species	Gnomoniopsis smithogilvyi	Fungus	Gnomoniopsis smithogilvyi	Present (Unknown Distribution)	3.0	4.0	36.0		3.0	4.0	36.0	Pest spreads to maximum extent	No	No
45	1	0.09	287	root,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa group,Pseudomonas aeruginosa	species	Pseudomonas aeruginosa													
45	1	0.09	40997	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Dothideomycetidae,Myriangiales,Elsinoaceae,Elsinoe,Elsinoe fawcettii	species	Elsinoe fawcettii	Fungus	Elsinoe fawcettii	Absent	0.0	0.0	1.0	Regulated quarantine pest (Northern Ireland)	0.0	0.0	1.0	Pest is introduced	Yes	No
45	1	0.09	27357	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Hypocreomycetidae,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum acutatum species complex,Colletotrichum acutatum	species	Colletotrichum acutatum	Fungus	Colletotrichum acutatum	Present (Widespread)	3.0	4.0	60.0	Regulated non quarantine pest	2.0	4.0	40.0	Pest spreads to maximum extent	No	No
45	1	0.09	160389	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria,Alternaria sect. Alternaria,Alternaria longipes	species	Alternaria longipes													
45	1	0.09	48097	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria,Alternaria sect. Panax,Alternaria panax	species	Alternaria panax	Fungus	Alternaria panax	Absent	3.0	4.0	24.0		3.0	4.0	24.0	Pest is introduced	No	No
45	1	0.09	1592451	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Dothideomycetidae,Dothideales,Saccotheciaceae,Aureobasidium,Aureobasidium zeae	species	Aureobasidium zeae													
46	37290	96.10	79252	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Leotiomycetes,Erysiphales,Erysiphaceae,Podosphaera,Podosphaera aphanis	species	Podosphaera aphanis	Fungus	Podosphaera aphanis	Present (Widespread)									No	No
46	976	2.52	162140	root,cellular organisms,Eukaryota,Sar,Stramenopiles,Oomycota,Peronosporales,Peronosporaceae,Plasmopara,Plasmopara obducens	species	Plasmopara obducens	Oomycete	Plasmopara obducens	Present (Unknown Distribution)	3.0	4.0	12.0		3.0	4.0	12.0	Pest spreads to maximum extent	No	No
46	92	0.24	34373	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Leotiomycetes,Erysiphales,Erysiphaceae,Blumeria,Blumeria graminis	species	Blumeria graminis													
46	92	0.24	52586	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe,Erysiphe necator	species	Erysiphe necator													
46	70	0.18	119933	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Stemphylium,Stemphylium vesicarium	species	Stemphylium vesicarium	Fungus	Stemphylium vesicarium	Present (Widespread)	3.0	3.0	36.0		3.0	3.0	36.0	Pest spreads to maximum extent	No	No
46	42	0.11	29001	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria,Alternaria sect. Brassicicola,Alternaria brassicicola	species	Alternaria brassicicola													
46	23	0.06	48097	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria,Alternaria sect. Panax,Alternaria panax	species	Alternaria panax	Fungus	Alternaria panax	Absent	3.0	4.0	24.0		3.0	4.0	24.0	Pest is introduced	No	No
46	21	0.05	230439	root,cellular organisms,Eukaryota,Sar,Stramenopiles,Oomycota,Peronosporales,Peronosporaceae,Peronospora,Peronospora tabacina	species	Peronospora tabacina													
46	15	0.04	86259	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Venturiales,Venturiaceae,Venturia,Venturia nashicola	species	Venturia nashicola	Fungus	Venturia nashicola	Absent	3.0	3.0	9.0	Regulated quarantine pest (Northern Ireland)	1.0	3.0	3.0	Pest is introduced	Yes	No
46	13	0.03	5599	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria,Alternaria sect. Alternaria,Alternaria alternata complex,Alternaria alternata	species	Alternaria alternata													
46	13	0.03	40559	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Leotiomycetes,Helotiales,Sclerotiniaceae,Botrytis,Botrytis cinerea	species	Botrytis cinerea	Fungus	Botrytis cinerea	Present (Widespread)									No	No
46	10	0.03	5180	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Leotiomycetes,Helotiales,Sclerotiniaceae,Sclerotinia,Sclerotinia sclerotiorum	species	Sclerotinia sclerotiorum	Fungus	Sclerotinia sclerotiorum	Present (Widespread)									No	No
46	9	0.02	27357	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Hypocreomycetidae,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum acutatum species complex,Colletotrichum acutatum	species	Colletotrichum acutatum	Fungus	Colletotrichum acutatum	Present (Widespread)	3.0	4.0	60.0	Regulated non quarantine pest	2.0	4.0	40.0	Pest spreads to maximum extent	No	No
46	9	0.02	48100	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria,Alternaria sect. Porri,Alternaria solani	species	Alternaria solani													
46	9	0.02	160389	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria,Alternaria sect. Alternaria,Alternaria longipes	species	Alternaria longipes													
46	7	0.02	40997	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Dothideomycetidae,Myriangiales,Elsinoaceae,Elsinoe,Elsinoe fawcettii	species	Elsinoe fawcettii	Fungus	Elsinoe fawcettii	Absent	0.0	0.0	1.0	Regulated quarantine pest (Northern Ireland)	0.0	0.0	1.0	Pest is introduced	Yes	No
46	6	0.02	1047171	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Mycosphaerellaceae,Zymoseptoria,Zymoseptoria tritici	species	Zymoseptoria tritici													
46	6	0.02	914237	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Leotiomycetes,Helotiales,Ploettnerulaceae,Rhynchosporium,Rhynchosporium commune	species	Rhynchosporium commune													
46	6	0.02	121618	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Dothideomycetes incertae sedis,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum laricinum	species	Neofusicoccum laricinum													
46	5	0.01	13164	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Sternorrhyncha,Aphidomorpha,Aphidoidea,Aphididae,Aphidinae,Macrosiphini,Myzus,Myzus persicae	species	Myzus persicae													
46	5	0.01	331382	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Pucciniomycotina,Pucciniomycetes,Pucciniales,Pucciniaceae,Puccinia,Puccinia horiana	species	Puccinia horiana	Fungus	Puccinia horiana	Present (Limited)	3.0	2.0	18.0	Regulated non quarantine pest	2.0	2.0	12.0	Pest spreads to maximum extent	No	No
46	4	0.01	167740	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria,Alternaria sect. Alternaria,Alternaria gaisen	species	Alternaria gaisen	Fungus	Alternaria gaisen	Absent	3.0	3.0	9.0		3.0	3.0	9.0	Pest is introduced	No	No
46	4	0.01	255361	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Leotiomycetes,Helotiales,Sclerotiniaceae,Monilinia,Monilinia polystroma	species	Monilinia polystroma	Fungus	Monilinia polystroma	Absent	4.0	2.0	32.0		4.0	2.0	32.0	Pest is introduced	No	No
46	2	0.01	5016	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Bipolaris,Bipolaris maydis	species	Bipolaris maydis													
46	2	0.01	218668	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Diaporthales,Gnomoniaceae,Ophiognomonia,Ophiognomonia clavigignenti-juglandacearum	species	Ophiognomonia clavigignenti-juglandacearum	Fungus	Ophiognomonia clavigignenti-juglandacearum	Absent	3.0	5.0	15.0	Juglans is a high risk host; temporarily prohibited	1.0	5.0	5.0	Pest is introduced	No	No
46	2	0.01	40998	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Dothideomycetidae,Myriangiales,Elsinoaceae,Elsinoe,Elsinoe australis	species	Elsinoe australis	Fungus	Elsinoe australis	Absent	0.0	0.0	1.0	Regulated quarantine pest (Northern Ireland)	0.0	0.0	1.0	Pest is introduced	Yes	No
46	2	0.01	231936	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,Pezizomycetes,Pezizales,Rhizinaceae,Phymatotrichopsis,Phymatotrichopsis omnivora	species	Phymatotrichopsis omnivora	Fungus	Phymatotrichopsis omnivora	Absent	1.0	2.0	10.0	Regulated quarantine pest	1.0	2.0	10.0	Pest is introduced	Yes	No
46	2	0.01	4785	root,cellular organisms,Eukaryota,Sar,Stramenopiles,Oomycota,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora cinnamomi	species	Phytophthora cinnamomi	Fungus	Phytophthora cinnamomi	Present (Widespread)									No	No
46	2	0.01	4781	root,cellular organisms,Eukaryota,Sar,Stramenopiles,Oomycota,Peronosporales,Peronosporaceae,Plasmopara,Plasmopara halstedii	species	Plasmopara halstedii	Oomycete	Plasmopara halstedii	Absent	2.0	3.0	6.0	Regulated non quarantine pest	2.0	3.0	6.0	Pest is introduced	No	No
46	2	0.01	5811	root,cellular organisms,Eukaryota,Sar,Alveolata,Apicomplexa,Conoidasida,Coccidia,Eucoccidiorida,Eimeriorina,Sarcocystidae,Toxoplasma,Toxoplasma gondii	species	Toxoplasma gondii													
46	2	0.01	51029	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Nematoda,Chromadorea,Rhabditida,Tylenchina,Tylenchomorpha,Tylenchoidea,Heteroderidae,Heteroderinae,Heterodera,Heterodera glycines	species	Heterodera glycines													
46	1	0.00	2021124	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Dothideomycetes incertae sedis,Botryosphaeriales,Botryosphaeriaceae,Botryosphaeria,Botryosphaeria kuwatsukai	species	Botryosphaeria kuwatsukai	Fungus	Botryosphaeria kuwatsukai	Absent	3.0	3.0	36.0	Regulated quarantine pest	1.0	3.0	12.0	Pest is introduced	Yes	No
46	1	0.00	5128	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium sambucinum species complex,Fusarium sambucinum	species	Fusarium sambucinum													
46	1	0.00	153609	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Marasmiineae,Marasmiaceae,Moniliophthora,Moniliophthora perniciosa	species	Moniliophthora perniciosa													
46	1	0.00	5499	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Mycosphaerellaceae,Fulvia,Fulvia fulva	species	Fulvia fulva													
46	1	0.00	55181	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Dothideomycetes incertae sedis,Botryosphaeriales,Phyllostictaceae,Phyllosticta,Phyllosticta citricarpa	species	Phyllosticta citricarpa	Fungus	Phyllosticta citricarpa	Absent	0.0	0.0	1.0	Regulated quarantine pest (Northern Ireland)	0.0	0.0	1.0	Pest is introduced	Yes	No
46	1	0.00	27334	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium expansum	species	Penicillium expansum													
46	1	0.00	1585795	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Hypocreomycetidae,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum destructivum species complex,Colletotrichum lentis	species	Colletotrichum lentis													
46	1	0.00	111012	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Mycosphaerellaceae,Lecanosticta,Lecanosticta acicola	species	Lecanosticta acicola	Fungus	Lecanosticta acicola	Absent	4.0	3.0	60.0	Regulated quarantine pest (Great Britain.) Northern Ireland: Regulated non quarantine pest	3.0	3.0	45.0	Pest is introduced	Yes	No
46	1	0.00	85929	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Mycosphaerellaceae,Sphaerulina,Sphaerulina musiva	species	Sphaerulina musiva	Fungus	Sphaerulina musiva	Absent	3.0	3.0	27.0	Regulated quarantine pest	2.0	3.0	18.0	Pest is introduced	Yes	No
46	1	0.00	5454	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Didymellaceae,Ascochyta,Ascochyta rabiei	species	Ascochyta rabiei													
46	1	0.00	120017	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,Ustilago hordei	species	Ustilago hordei													
46	1	0.00	4779	root,cellular organisms,Eukaryota,Sar,Stramenopiles,Oomycota,Peronosporales,Peronosporaceae,Bremia,Bremia lactucae	species	Bremia lactucae													
46	1	0.00	5158	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Hypocreomycetidae,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis fimbriata	species	Ceratocystis fimbriata													
46	1	0.00	45151	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Pyrenophora,Pyrenophora tritici-repentis	species	Pyrenophora tritici-repentis													
46	1	0.00	53983	root,cellular organisms,Eukaryota,Sar,Stramenopiles,Oomycota,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora cambivora	species	Phytophthora cambivora	Fungus	Phytophthora cambivora	Present (Widespread)									No	No
46	1	0.00	82101	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Pucciniomycotina,Pucciniomycetes,Pucciniales,Melampsoraceae,Melampsora,Melampsora medusae	species	Melampsora medusae	Fungus	Melampsora medusae	Absent	4.0	3.0	36.0	Regulated quarantine pest	2.0	3.0	18.0	Pest is introduced	Yes	No
